SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explained The Work ,Cleaned Properly ,NPS,Service Advisor,PLANT
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
8,8,8,8,8,8,8,8,Lakmal Perera,Kuruwita Branch
8,8,7,9,8,8,8,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,9,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,8,10,10,10,10,10,ASANKA BANDARA,Anuradhapura Branch
10,10,8,10,7,9,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,9,10,9,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,9,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,9,10,9,10,8,10,Samith Wickramasinghe,Siyambalape Service Complex
8,8,10,10,10,10,10,10,SANDALI PEIRIS,Anuradhapura Branch
10,10,10,10,10,9,9,9,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,10,6,8,8,8,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,10,9,7,8,10,10,DHANUSHKA WICKRAMARACHCHIGE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
7,7,7,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
7,7,10,10,10,10,5,8,Chathuranga de silva,Siyambalape Service Complex
8,8,8,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,9,10,10,9,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,9,10,Samith Wickramasinghe,Siyambalape Service Complex
8,8,10,9,7,9,10,8,CHANDRAKUMARA KODIPPILI,Siyambalape Service Complex
9,9,9,9,9,9,6,6,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
6,6,6,8,8,8,8,5,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,9,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,DHANUSHKA WICKRAMARACHCHIGE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,9,RAJITHA WANNIARACHCHI,Siyambalape Service Complex
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,NUWAN GNANARATHNA,Anuradhapura Branch
10,10,10,8,8,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,8,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,JENISTAN NEJUID,Vavuniya Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
8,10,10,9,9,10,9,10,DHANUSHKA WICKRAMARACHCHIGE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,8,10,5,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,8,10,5,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,5,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,10,9,10,10,10,Thuraisingam Prakash,Batticoloa Branch
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,8,KAPILA KARUNARATHNA,Anuradhapura Branch
9,9,9,9,9,9,9,9,KAPILA KARUNARATHNA,Anuradhapura Branch
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,10,9,9,8,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,8,10,8,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,9,10,10,10,9,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,9,10,10,9,10,3,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,10,9,9,9,1,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
9,9,9,9,9,9,9,9,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,10,10,5,10,5,KALPAJITH WIJETHUNGA,Mathugama Branch
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,10,6,10,9,5,5,CHAMILA GUNATILAKE,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Lahiru Sandeep,Matara Branch
10,10,8,8,8,10,8,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,10,8,8,9,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
9,9,9,9,9,9,9,9,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,8,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,9,10,9,8,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,8,9,9,9,9,9,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,8,10,8,7,8,9,JANAKA HERATH,Kurunegala Regional Centere
8,8,8,7,8,8,8,8,Thuraisingam Prakash,Batticoloa Branch
10,10,9,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,10,10,10,9,10,9,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,7,10,10,9,10,Chathuranga de silva,Siyambalape Service Complex
10,10,8,8,8,8,8,9,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,8,8,10,8,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,8,8,10,9,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,5,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,9,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,10,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,8,8,8,8,8,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,8,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,8,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,8,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,9,KAPILA KARUNARATHNA,Anuradhapura Branch
9,9,9,9,9,9,9,8,DHANUSHKA WICKRAMARACHCHIGE,Siyambalape Service Complex
9,9,10,8,8,9,8,9,CHANDRAKUMARA KODIPPILI,Siyambalape Service Complex
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,9,RAJITHA WANNIARACHCHI,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,8,8,8,9,9,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
9,9,8,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,8,8,8,8,8,8,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,9,9,10,9,9,KAVINGA KITHULGODA,Rathmalana Branch
10,10,5,10,10,10,10,8,CHAMILA GUNATILAKE,Siyambalape Service Complex
9,9,9,9,9,9,9,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
6,6,6,8,8,10,10,7,KAVINGA KITHULGODA,Rathmalana Branch
8,8,8,9,8,8,8,8,Lakmal Perera,Kuruwita Branch
8,8,8,8,8,8,8,8,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,8,8,8,8,8,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,8,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
8,8,8,8,8,8,8,8,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
9,9,9,9,9,9,9,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,8,10,8,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,0,0,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,0,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,0,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,9,10,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,9,10,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,0,8,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,9,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,0,9,9,9,8,Lakmal Perera,Kuruwita Branch
0,0,0,0,8,8,8,0,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,8,8,5,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,9,10,NUWAN GNANARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
8,8,8,8,8,8,8,8,ASIRI HERATH,Balagolla Branch
8,8,9,9,8,8,8,8,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,8,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
8,8,9,9,10,9,10,8,UMESH SABARAGAMUWA,Rathmalana Branch
7,7,7,8,7,7,7,7,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,8,10,9,10,10,8,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,7,7,8,8,9,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,9,10,5,6,8,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,9,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,9,Thuraisingam Prakash,Batticoloa Branch
8,8,8,9,8,7,9,8,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,5,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
8,7,7,8,8,8,8,8,ASIRI HERATH,Balagolla Branch
9,10,4,4,4,4,4,4,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ASANKA BANDARA,Anuradhapura Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
7,7,7,7,7,7,7,7,Samith Wickramasinghe,Siyambalape Service Complex
9,9,10,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,6,6,6,8,8,10,Chathuranga de silva,Siyambalape Service Complex
8,8,8,9,9,9,9,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,5,8,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,0,8,5,5,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,7,6,6,6,7,5,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
6,6,4,8,8,8,8,8,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,0,10,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,3,10,5,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,0,6,10,0,9,9,Chathuranga de silva,Siyambalape Service Complex
7,7,10,9,9,9,10,9,KAPILA KARUNARATHNA,Anuradhapura Branch
6,6,9,10,10,10,9,,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,8,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,8,4,7,8,8,8,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,8,Lahiru Sandeep,Matara Branch
8,8,4,8,4,8,8,7,Chathuranga de silva,Siyambalape Service Complex
8,8,8,9,8,8,8,8,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,8,8,8,6,8,8,8,KAVINGA KITHULGODA,Rathmalana Branch
8,8,8,5,8,10,10,8,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,8,6,10,6,8,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,5,10,5,10,8,CHANDRAKUMARA KODIPPILI,Siyambalape Service Complex
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,9,ASIRI HERATH,Balagolla Branch
7,7,7,7,7,6,8,8,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,0,10,10,5,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,7,7,8,8,7,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,9,9,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,8,8,9,8,9,IMAL ARIYACHANDRA,Mahiyangana Branch
7,7,8,10,10,8,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,9,9,9,9,9,9,ASIRI HERATH,Balagolla Branch
9,9,9,9,9,9,9,9,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,9,KALINDU BALASINGHE,Matara Branch
9,9,9,9,9,9,9,9,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
8,8,8,8,8,8,8,8,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,PRADEEP PRIYANKARA,Embilipitiya Branch
9,9,9,9,9,9,9,9,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,9,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,9,10,10,10,10,KALANA SILVA,Tissamaharama Branch
7,7,7,7,6,7,7,7,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
7,7,8,9,10,9,8,8,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,0,9,9,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
7,7,7,7,7,7,7,4,Lakmal Perera,Kuruwita Branch
5,5,5,0,0,5,8,5,IMAL ARIYACHANDRA,Mahiyangana Branch
9,9,9,9,9,9,9,9,KAPILA KARUNARATHNA,Anuradhapura Branch
9,9,9,9,9,9,9,9,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Lahiru Sandeep,Matara Branch
9,9,9,9,9,9,9,9,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,8,8,10,8,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
9,9,9,8,8,9,9,9,Chathuranga de silva,Siyambalape Service Complex
8,8,8,8,8,8,2,8,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,KALANA SILVA,Tissamaharama Branch
5,5,5,5,5,5,3,,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,9,PRADEEP PRIYANKARA,Embilipitiya Branch
8,8,6,0,6,1,0,0,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
8,8,9,9,9,9,9,9,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
8,8,8,8,8,8,8,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,RANDIKA WIMALAGUNARATHNA,Matara Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,7,8,9,8,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,7,10,10,10,10,9,KALPAJITH WIJETHUNGA,Mathugama Branch
9,9,9,9,9,9,9,9,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,7,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,8,9,9,9,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,8,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Chamil Ranga,Embilipitiya Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,8,Lahiru Sandeep,Matara Branch
10,10,10,5,9,10,7,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,8,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,10,9,9,9,9,10,IMAL ARIYACHANDRA,Mahiyangana Branch
8,8,10,9,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,9,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,8,8,10,10,0,0,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,3,8,8,8,7,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,9,5,10,10,10,Chathuranga de silva,Siyambalape Service Complex
10,10,10,10,10,8,10,9,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,UMESH SABARAGAMUWA,Rathmalana Branch
9,9,9,9,9,9,9,9,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,9,10,10,10,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,9,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,9,9,9,9,9,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,IMAL ARIYACHANDRA,Mahiyangana Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
